titulo,empresa,modalidad,tipo_horario_norm,categoria,nivel_seniority,es_ti,es_remoto,largo_descripcion
ejecutivo/a de atención telefónica mesa de ayuda informática - presencial en lota / jornada 25 hrs.,bancoestado centro de contacto,Presencial,Full time,Otros,No especificado,True,False,153
ejecutivo/a de atención telefónica mesa de ayuda informática / lota - jornada 25 horas,bancoestado centro de contacto,Presencial,Full time,Otros,No especificado,True,False,153
ejecutivo/a de atención al cliente - call center (30h/semana),cgs,Presencial,Full time,Otros,No especificado,False,False,153
ejecutivo/a de atención al cliente energía | turnos 24x7,upcom dts,Presencial,Full time,Otros,No especificado,False,False,153
ejecutivo/a de atención al cliente y monitoreo,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,42
ejecutivo/a de atención al cliente y post venta,empresa destacada,Presencial,Full time,Ventas / Comercial,No especificado,False,False,42
ejecutivo/a de atención al cliente y retención,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,42
ejecutivo/a de atención al cliente,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,42
ejecutivo/a de atención al cliente,verbum servicios psicológicos ltda,Presencial,Otro,Otros,No especificado,False,False,166
"ejecutivo/a de clientes, ft, mallplaza la serena",mallplaza,Presencial,Full time,Otros,No especificado,False,False,153
ejecutivo/a de comercio exterior jr,empresa destacada,Híbrido,Full time,Otros,No especificado,False,False,40
ejecutivo/a de experiencia cliente (cyber day),grupo limonada,Presencial,Otro,Data / BI,No especificado,False,False,159
ejecutivo/a de seguros - ventas con comisiones,grupo ps,Presencial,Full time,Ventas / Comercial,No especificado,True,False,142
ejecutivo/a de seguros de salud — comisiones sin tope,people go,Presencial,Full time,Salud,No especificado,True,False,153
ejecutivo/a de ventas - seguridad industrial con comisiones,importante empresa del sector,Presencial,Full time,Ventas / Comercial,No especificado,True,False,153
ejecutivo/a de ventas b2b - la serena,fundación arturo lópez pérez,Presencial,Otro,Ventas / Comercial,No especificado,False,False,138
ejecutivo/a de ventas isapre - la serena,global consulting s.a,Presencial,Otro,Ventas / Comercial,No especificado,True,False,140
ejecutivo/a de ventas pyme (la serena),xinergía,Presencial,Full time,Ventas / Comercial,No especificado,False,False,126
ejecutivo/a de ventas residencial en terreno – bono garantizado,xinerlink,Presencial,Full time,Ventas / Comercial,No especificado,False,False,153
ejecutivo/a de ventas terreno - canal tradicional,nvm gestión de talentos,Presencial,Full time,Ventas / Comercial,No especificado,False,False,153
ejecutivo/a de ventas de eventos - la serena (part time),hpdm entretención,Presencial,Part time,TI General,No especificado,False,False,153
ejecutivo/a de ventas de seguros - presencial,ps grupo,Presencial,Full time,Ventas / Comercial,No especificado,True,False,140
ejecutivo/a de ventas de seguros de salud: prospección,easyjobs,Presencial,Full time,Salud,No especificado,True,False,153
ejecutivo/a de ventas en terreno la serena,empresa confidencial,Presencial,Otro,Ventas / Comercial,No especificado,False,False,135
ejecutivo/a de ventas en terreno rubro construcción,peoplego,Presencial,Otro,Ventas / Comercial,No especificado,False,False,198
ejecutivo/a de ventas en terreno telecom la serena,xinergía,Presencial,Full time,Ventas / Comercial,No especificado,False,False,150
ejecutivo/a de ventas en terreno – comisiones sin tope,xinergía,Presencial,Full time,Ventas / Comercial,No especificado,False,False,153
ejecutivo/a de ventas en terreno – rubro construcción,empresa destacada,Híbrido,Full time,Ventas / Comercial,No especificado,False,False,35
ejecutivo/a de ventas en terreno — soluciones pos,progestion chile,Presencial,Full time,Ventas / Comercial,No especificado,False,False,153
ejecutivo/a de ventas en terreno: base + comisiones,inmobiliaria parque la florida,Presencial,Full time,Ventas / Comercial,No especificado,False,False,153
ejecutivo/a de ventas en terreno,empresa destacada,Presencial,Full time,Ventas / Comercial,No especificado,False,False,29
ejecutivo/a de ventas – canal tradicional,ariztía,Presencial,Full time,Ventas / Comercial,No especificado,False,False,131
ejecutivo/a de ventas – la serena | crecimiento y beneficios,clínica dental cumbre s.a.,Presencial,Full time,Ventas / Comercial,No especificado,False,False,153
ejecutivo/a de ventas – part time…,"artemisa direct, santiago",Presencial,Part time,TI General,No especificado,False,False,100
ejecutivo/a de ventas,"dental import, valparaíso",Presencial,Full time,Ventas / Comercial,No especificado,False,False,85
ejecutivo/a de ventas,empresa destacada,Híbrido,Full time,Ventas / Comercial,No especificado,False,False,29
ejecutivo/a de marketing digital,"lens.cl, santiago",Presencial,Full time,Otros,No especificado,True,False,104
"ejecutivos call center atención a clientes para importante entidad estatal, 30hrs.",cgs,Presencial,Full time,Otros,No especificado,False,False,153
ejecutivos comerciales,"servi hogar, santiago",Presencial,Full time,Ventas / Comercial,No especificado,False,False,82
"ejecutivos atención ciudadana de lunes a viernes, call center para entidad estatal, 30hrs.",cgs,Presencial,Full time,Otros,No especificado,False,False,153
"ejecutivos contact center atención ciudadana para importante entidad estatal, 30hrs.",cgs,Presencial,Full time,Otros,No especificado,False,False,153
ejecutivos de atención al ciudadano | 30h/sem y capacitación,cgs,Presencial,Full time,Otros,No especificado,False,False,153
ejecutivos de venta inmobiliaria freelance | alto rendimiento,the broker,Presencial,Full time,Data / BI,No especificado,False,False,153
ejecutivos de venta telefonía en terreno - la (la serena),tawa,Presencial,Full time,Ventas / Comercial,No especificado,False,False,153
ejecutivos de ventas hybrid en la serena — crecimiento,clinica dental cumbre,Presencial,Full time,Ventas / Comercial,No especificado,False,False,153
ejecutivos de ventas seguros de salud,easyjobs,Presencial,Full time,Salud,No especificado,True,False,124
ejecutivos de ventas,"parque del recuerdo, santiago",Presencial,Full time,Ventas / Comercial,No especificado,False,False,105
ejecutivos de seguros cross - ingreso inmediato,empresa destacada,Híbrido,Full time,Otros,No especificado,True,False,30
ejecutivos de venta,"parque del recuerdo, santiago",Presencial,Full time,Ventas / Comercial,No especificado,False,False,86
ejecutivos/as comerciales - seguros salud,global consulting s.a,Presencial,Otro,Salud,No especificado,True,False,165
ejecutivos/as comerciales inmobiliarios,no especificada,Remoto,Full time,Ventas / Comercial,No especificado,False,True,24
ejecutivos/as de ventas - la serena,clinica dental cumbre,Presencial,Full time,Ventas / Comercial,No especificado,False,False,133
electricista // cert. sec clase b,sociedad concesionaria del norte,Presencial,Otro,Otros,No especificado,False,False,136
electricista de instrumentación 7x7 antofagasta,manpower,Presencial,Otro,Otros,No especificado,False,False,126
electricista de mantenimiento,universidad de chile - hospital clinico,Presencial,Otro,Otros,No especificado,False,False,159
electrobombero (lampa-la montaña),transportes rioja ltda.,Presencial,Otro,Otros,No especificado,False,False,144
electromecánico komatsu 930e-980e,"empresa minera, antofagasta",Presencial,Full time,Otros,No especificado,False,False,83
electromecánico renca renta $1.100.000 líquidos.,"empresa quimica, santiago",Presencial,Full time,Otros,No especificado,False,False,100
electromecánico de mantenimiento industrial,electromecánico de mantenimiento industrial,Presencial,Full time,Otros,No especificado,False,False,129
electromecánico – mantenimiento industrial lampa,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,36
"electromecánico, la negra",team work recursos humanos ltda.,Presencial,Otro,Otros,No especificado,False,False,211
electromecánico/a,electromecánico/a,Presencial,Full time,Otros,No especificado,False,False,89
electromecánicos o eléctricos.,"emt - mecva, santiago",Presencial,Full time,Otros,No especificado,False,False,94
embajador de marca y ventas en campus,red bull,Presencial,Full time,Ventas / Comercial,No especificado,False,False,124
emisor,seguros sura,Presencial,Otro,Otros,No especificado,False,False,119
empleo secretaria administrativa,"empresa productiva consolidada, puerto montt",Presencial,Full time,Data / BI,No especificado,False,False,94
empleo secretaria,"empresa productiva consolidada, puerto montt",Presencial,Full time,Otros,No especificado,False,False,94
"emprende tu propio negocio como agente inmobiliario en re/max, la marca n*1",remax,Presencial,Otro,Otros,No especificado,False,False,174
empresa multinacional está en búsqueda de administrador que se mo,selecciona consultores,Presencial,Full time,Otros,No especificado,False,False,153
encapsulador operador maquina industrial,"empresa rubro del café, santiago",Presencial,Full time,Otros,No especificado,False,False,82
encargad@ de rrhh con experiencia con…,"supletech spa, santiago",Presencial,Full time,Data / BI,No especificado,False,False,102
encargada bar osorno,encargada bar osorno,Presencial,Full time,Otros,No especificado,False,False,93
encargada de logística con atención al…,"vecomsi spa, antofagasta",Presencial,Full time,Otros,No especificado,False,False,92
encargada de asuntos regulatorios y bpm…,"foodtech limitada, valparaíso",Presencial,Full time,Otros,No especificado,False,False,101
encargado (a) de administración y logística,encargado (a) de administración y logística,Presencial,Full time,Otros,No especificado,False,False,121
"encargado / supervisor de transporte y control de flota operativa - las condes, santiago [101662]",empresa destacada,Presencial,Full time,Otros,No especificado,False,False,33
encargado gestión de la calidad,"construcción e ingeniería aguas.., rancagua",Presencial,Full time,QA / Testing,No especificado,False,False,90
encargado rrhh - puerto montt,"confidencial, puerto montt",Presencial,Full time,Recursos Humanos,No especificado,False,False,104
encargado recursos humanos / viña del…,"bdt consultores, valparaíso",Presencial,Full time,Recursos Humanos,No especificado,False,False,87
encargado sistemas informáticos y plataforma sic (hospital - santiago),cyd ingeniería,Presencial,Full time,TI General,No especificado,True,False,153
encargado de administración & cocina,lodge colbún,Presencial,Full time,Otros,No especificado,False,False,110
encargado de administración / comuna padre hurtado,encargado de administración / comuna padre hurtado,Presencial,Full time,Otros,No especificado,False,False,145
encargado de administración full time / hualpen,uno salud dental,Presencial,Full time,TI General,No especificado,False,False,153
encargado de administración y existencias - antofagasta,nosotros,Presencial,Full time,Otros,No especificado,False,False,153
encargado de administración y servicios generales,"mielybeige, santiago",Presencial,Full time,Otros,No especificado,False,False,111
encargado de administración y arriendo de propiedades,encargado de administración y arriendo de propiedades,Remoto,Full time,Otros,No especificado,False,True,153
encargado de adquisiciones y bodega,"automatización y control industrial.., santiago",Presencial,Full time,Otros,No especificado,False,False,90
encargado de bodega colina,"servicios técnicos urbanos ltda, santiago",Presencial,Full time,Otros,No especificado,False,False,92
encargado de bodega y logística,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,32
encargado de comercio exterior,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,40
encargado de comercio exterior - quilicura,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,40
encargado de contabilidad,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,35
